code,file,drawn_size_mm,legend,check,intervene,notes
G9-79,Guide Signs/100_AHEAD_WHITE_TALL_G9-79.svg,600x1000,100 AHEAD,ok,," G9-79B illustrated 600 x 1000 (A 450x750, C 800x1350 ignored). No border. Black annulus R297/R237 centred x 300, 375 from the top. Numerals 240: 2 numerals (and 110, 115) Series D, other 3 numerals Series C (the speed rule); top 250 from the left chain 80|170|240 (the annulus centre 375 would give 255 - 5 mm inconsistency). AHEAD 100 E, 80 above the bottom, 44|512|44."
G9-79,Guide Signs/110_AHEAD_WHITE_TALL_G9-79.svg,600x1000,110 AHEAD,ok,," G9-79B illustrated 600 x 1000 (A 450x750, C 800x1350 ignored). No border. Black annulus R297/R237 centred x 300, 375 from the top. Numerals 240: 2 numerals (and 110, 115) Series D, other 3 numerals Series C (the speed rule); top 250 from the left chain 80|170|240 (the annulus centre 375 would give 255 - 5 mm inconsistency). AHEAD 100 E, 80 above the bottom, 44|512|44."
G9-79,Guide Signs/120_AHEAD_WHITE_TALL_G9-79.svg,600x1000,120 AHEAD,ok,," G9-79B illustrated 600 x 1000 (A 450x750, C 800x1350 ignored). No border. Black annulus R297/R237 centred x 300, 375 from the top. Numerals 240: 2 numerals (and 110, 115) Series D, other 3 numerals Series C (the speed rule); top 250 from the left chain 80|170|240 (the annulus centre 375 would give 255 - 5 mm inconsistency). AHEAD 100 E, 80 above the bottom, 44|512|44."
G9-79,Guide Signs/130_AHEAD_WHITE_TALL_G9-79.svg,600x1000,130 AHEAD,ok,," G9-79B illustrated 600 x 1000 (A 450x750, C 800x1350 ignored). No border. Black annulus R297/R237 centred x 300, 375 from the top. Numerals 240: 2 numerals (and 110, 115) Series D, other 3 numerals Series C (the speed rule); top 250 from the left chain 80|170|240 (the annulus centre 375 would give 255 - 5 mm inconsistency). AHEAD 100 E, 80 above the bottom, 44|512|44."
G9-8,Guide Signs/LIVERPOOL_A30_LEFT_LANE_GREEN_SQUARE_G9-8.svg,2100x1550,A30 Liverpool LEFT LANE,ok,," 40 green edge + 40 white border. Vertical: 500 top to A30 baseline, 420 to Liverpool baseline, 370 to LEFT LANE baseline (top 1110), 260 bottom. LEFT LANE centred, stated width 1429 (word space as font). LEFT LANE stated 1429 overall: font ink widths 621 + 691 leave a 117 word gap (the font word space would give 1523), so drawn as two words with gap 117."
G9-80-1,Guide Signs/ON_RIGHT_WHITE_LONG_SKINNY_G9-80-1.svg,1800x450,ON RIGHT,ok,, G9-80-1A illustrated 1800 x 450 (B 3600x900 ignored). 10 white edge + 20 black border. 125|200E|125; 218|376|150|838|218.
G9-80-2,Guide Signs/ON_RIGHT_WHITE_LONG_G9-80-2.svg,1500x800,ON RIGHT,ok,," G9-80-2A illustrated 1500 x 800 (B 3000x1600 ignored). 15 white edge + 30 black border. 125|220E|110|220E|125; 544|412|544, 290|920|290."
G9-82,Guide Signs/STEEP_DESCENT_W5-12B_RED_LONG_G9-82.svg,3000x1400,STEEP DESCENT,ok,,"symbol:w5-12_car_steep_descent 40 red edge + 40 white border (80|40, 40). Stack 375|240D|170|240D|375. STEEP 460|910|460|1010 (W5-12B)|160; DESCENT 244|1343. W5-12B occupies the 1010 wide space at x 1830; its vertical position is NOT dimensioned - centred (y 195). QA: W5-12B inset built as the W5-12 sign scaled to the stated 1010 across (factor 0.952: R47.6, 9.5 yellow edge, 28.6 black border) with the W5-12 car symbol scaled and placed as on W5-12; centred vertically (not dimensioned)."
G9-83,Guide Signs/LONG_STEEP_DESCENT_NEXT_3.8_km_W5-12B_RED_LONG_G9-83.svg,3000x1800,LONG STEEP DESCENT NEXT 3.8 km,ok,,"symbol:w5-12_car_steep_descent 40 red edge + 40 white border. Stack 200|240D|170|240D|570|180E|200. LONG STEEP 180|784|180|910; DESCENT 445|1343. NEXT line centred as a group within the 1874 wide area starting 180 from the left (=|663|135|Varies|90|319|=): numerals 3.8 (180 E, vary), km 155 Emod baseline-aligned (top 1445); x from font widths - not stated. W5-12B: only 180 from its right point to the right edge is given; size taken as G9-82 (1010 across) and vertical position NOT dimensioned - centred (y 395). QA: W5-12B inset built as on G9-82 (1010 across, scaled W5-12 sign + car symbol), right point 180 from the edge; vertical position not dimensioned - centred (the drawing's pixel position suggests a centre nearer 1030 than 900). QA: the NEXT 3.8 km line is built as one runs group (gap [135.0, 90.0]) so the generator centres it as the drawing's = margins require."
G9-84,Guide Signs/AFTER_SIGNALS_WHITE_LONG_G9-84.svg,900x600,AFTER SIGNALS,ok,," G9-84B illustrated 900 x 600 (A 600x400, C 1200x800 ignored). 15 white edge + 30 black border. 105|150C|90|150C|105; 207|486|207, 115|670|115."
G9-85,Guide Signs/AFTER_ROUNDABOUT_WHITE_LONG_G9-85.svg,900x600,AFTER ROUNDABOUT,ok,," G9-85B illustrated 900 x 600 (A 600x400, C 1200x800 ignored). 15 white edge + 30 black border. 105|150C|120|105C|120; 207|486|207, 75|750|75."
G9-87-1,Guide Signs/NO_BUSES_WHITE_SQUARE_G9-87-1.svg,600x600,,ok,,"symbol:g9-87-1_bus G9-87-1A illustrated 600 x 600 (B 900, C 1200 ignored). No border. Black annulus R294/R244 (6|588|6, 50|488|50) centred 300 from the top; 50 wide bar at 45 deg from upper-left to lower-right (25 either side of the centre line), drawn under the annulus outline as a polygon 2 x 294 long. Bus symbol 440 wide centred (220|220, x 80-520), top 70 above the centre line (y 230); height 125 from the detail (the drawing also shows 70 below the centre line - the wheel bottoms; pixel check gives the body bottom at about 355). QA: tracer panel given explicitly (the annulus, 6+50 in from the edge, was being taken for the sign outline)."
G9-87-2,Guide Signs/NO_TRUCKS_WHITE_SQUARE_G9-87-2.svg,600x600,,ok,,"symbol:g9-87-2_truck G9-87-2A illustrated 600 x 600 (B 900, C 1200 ignored). No border. Black annulus R294/R244 centred 300 from the top; 50 wide bar at 45 deg (25 either side of the centre). Truck symbol 420 wide centred (210|210, x 90-510), 108 above and 90 below the centre line (y 192 to 390). QA: tracer panel given explicitly (the annulus was being taken for the sign outline)."
G9-88,Guide Signs/PACIFIC_MWY_M1_KEMPSEY_PORT_MACQUARIE_WAUCHOPE_GREEN_TALL_G9-88.svg,2750x4390,PACIFIC MWY M1 Kempsey Port Macquarie B56 Wauchope PACIFIC MWY M1 Taree Sydney,ok,,"symbol:g9-88_roundabout_diagrammatic All legend lines read bottom-to-top (rotate -90 about each line's centre: cap tops on the left, baseline on the right); each line is centred on its stated extent. Horizontal (from the left edge): top chains 1310|200 E|640|180 Emod|420 (M1 1310..1510, Port 2150..2330) and 919|271|410|180 Emod|610|180 Emod|180 (upper PACIFIC MWY panel 919..1190, Kempsey 1600..1780, Macquarie 2390..2570); bottom chains 192|180|933|1245|200 (Wauchope 192..372, symbol right edge 2550), 489|2061|200 (symbol 489..2550), 182|200 E|457|271|720|180 Emod|740 (B56 182..382, lower panel 839..1110, Sydney 1830..2010), 1250|200 E|1300 (lower M1 1250..1450), 1560|180 Emod|1010 (Taree 1560..1740); all close to 2750. Vertical (from the top): left chains 2625|548|1217 (B56), 1104|1384|1902 (Wauchope), 1210|1399|304|1249|228 (symbol top 1210, lower panel 2913..4162), 764|295|1333|817|182|295|704 (upper M1 764..1059, symbol bottom 3209, lower M1 3391..3686), 286|1249|2855 (upper panel 286..1535); right chains 296|1231|1640|743|480 (Kempsey 296..1527, Taree 3167..3910), 3019|1037|334 (Sydney), 843|555|2992 (Port), 399|1441|2550 (Macquarie). Panels 271 x 1249 (68|135|68 across, 68|1113|68 along); the panel text is labelled 135 E but Series E cannot fit 1113 (PACIFIC + MWY alone = 1208 in E 135); the drawn letters measure PACIFIC 652, MWY 367 = Series D 135 with an 88 word gap (655 + 88 + 370 = 1113), so D 135 with gap 88 is used. Wauchope is labelled 180 E in the bottom chain but is lower case (Emod). Every stated text length agrees with the fonts within 0.5 percent. Roundabout symbol box 489..2550 x 1210..3209 from the chains (pixel check agrees). Undimensioned: edge/border widths, sign corner radius, panel corner radius - see intervene."
G9-89,Guide Signs/NO_LINES_DO_NOT_OVERTAKE_WHITE_LONG_G9-89.svg,1500x900,NO LINES DO NOT OVERTAKE,width NO: 301.0 vs drawing 294; width LINES: 661.0 vs drawing 645; width DO: 296.1 vs drawing 288; width NOT: 443.4 vs drawing 434; width OVERTAKE: 1232.4 vs drawing 1208,," Square corners, 25 black border, no edge. Stack 100|160E|110|160E|110|160E|100. NO LINES =|294|114|645|=; DO NOT =|288|114|434|=; OVERTAKE =|1208|=. All stated widths (294/645, 288/434, 1208) are 2-3 percent below AS 1744 Series E at 160 (301/661, 296/443, 1232) - consistent across the sign, unexplained; E 160 kept as labelled."
G9-9,Guide Signs/REDUCE_SPEED_RED_LONG_G9-9.svg,1500x750,REDUCE SPEED,ok,, G9-9A illustrated 1500 x 750 (G9-9B 1800 x 900 ignored). 30 red edge + 30 white border (60 total). REDUCE 168|1163|169 centred; SPEED 282|936|282.
G9-90-1,Guide Signs/EMERGENCY_STOPPING_BAY_500_m_AHEAD_WHITE_LONG_G9-90-1.svg,1500x1340,EMERGENCY STOPPING BAY 500 m AHEAD,ok,," 15 white edge + 30 black border. Stack 110|160D|80|160D|80|160D|80|160|80|160E|110. EMERGENCY =|1230|=, STOPPING =|974|=, BAY =|404|=, AHEAD =|818|=. Numeral line centred as a group (=|Varies|70|142|=): numerals 500 160 E (vary), m 130 Emod baseline-aligned (top 860); x from the font width of 500 (458) - not stated. QA: the 500 m line is built as one runs group (gap [70.0]) so the generator centres it as the drawing's = margins require."
G9-90-2,Guide Signs/EMERGENCY_STOPPING_BAY_3_km_AHEAD_WHITE_LONG_G9-90-2.svg,1500x1340,EMERGENCY STOPPING BAY 3 km AHEAD,ok,," 15 white edge + 30 black border. Stack 110|160D|80|160D|80|160D|80|160|80|160E|110. EMERGENCY =|1230|=, STOPPING =|974|=, BAY =|404|=, AHEAD =|818|=. Numeral line centred as a group (=|Varies|70|268|=): numerals 3 160 E (vary), km 130 Emod baseline-aligned (top 860); x from the font width of 3 (130) - not stated. QA: the 3 km line is built as one runs group (gap [70.0]) so the generator centres it as the drawing's = margins require."
D4-1-1,Hazard Markers/CHEVRONS_LEFT_WHITE_ON_BLACK_LONG_SKINNY_D4-1-1.svg,1600x400,,ok,," Illust. D4-1-1A 1600x400 R25. Four white 45-degree chevrons pointing left, stripe 140 perpendicular = 198 horizontal; bottom-edge boundaries at 214 then every 198 (214+7x198=1600), tips at mid-height (200/200). First white tip therefore at x=14 (drawing image shows it touching the edge; 214 as stated). The last stripe reaches the top-right and bottom-right corners, so it is entered as a path with the R25 corner arcs (the generator does not clip elements to the panel outline)."
D4-1-2,Hazard Markers/CHEVRON_LEFT_WHITE_ON_BLACK_SQUARE_D4-1-2.svg,450x450,,ok,," Illust. D4-1-2A 450x450 R50. Single white chevron pointing left: tip 19 from left edge at mid-height (19+206=225), arms at 45 degrees reach the 19 top/bottom margins at x=225; stripe 145 perpendicular = 206 horizontal (drawing dims 19|206 at bottom), so flat top/bottom from x=225 to 431 and inner tip at (225,225)."
D4-2-2,Hazard Markers/CHEVRONS_UP_WHITE_ON_BLACK_TALL_D4-2-2.svg,400x1000,,ok,," Illust. D4-2-2B 400x1000 R25. Three white chevrons pointing up, apex on centreline (200|200) with the first apex at the top edge, arms 45 degrees; stripe 113 perpendicular = 160 vertical, so apexes at 0, 320, 640 and black chevrons between; bottom black triangle from apex (200,800)."
D4-2-3,Hazard Markers/CHEVRONS_BOTH_WAYS_WHITE_ON_BLACK_LONG_SKINNY_D4-2-3.svg,1600x400,,ok,," Illust. D4-2-3A 1600x400 R25. Top edge divided 8x200; chevron detail 400x400 with 45-degree arms, stripe 200 horizontal (inner tip 200 right of outer tip). Two white chevrons pointing left on the left half (tips at (0,200) and (400,200)), black diamond centred (600..1000), two white chevrons pointing right on the right half (mirror)."
D4-3(L),Hazard Markers/DIAGONAL_STRIPES_BLACK_ON_WHITE_TALL_D4-3(L).svg,225x450,,ok,," Illust. D4-3A(L,R) 225x450 R25. (L): black 45-degree stripes descending to the right. The perpendicular chain is read literally, from the top-right corner inwards along the diagonal: white 71 (corner), black 64, white 64, then black/white 64 alternating (64 perpendicular = 90.51 along an edge, 71 = 100.41). Boundaries (x - y): 124.59, 34.08, -56.43, -146.94, -237.45, -327.96; three black stripes; the bottom-left corner white (450 - 327.96 = 122 along the edge, 86 perpendicular) is not dimensioned and follows from the chain. The drawn image shows equal-width black and white stripes with larger whites at both corners, consistent with this reading. (R) is the mirror image."
D4-3(R),Hazard Markers/DIAGONAL_STRIPES_BLACK_ON_WHITE_TALL_D4-3(R).svg,225x450,,ok,," Illust. D4-3A(L,R) 225x450 R25. (L): black 45-degree stripes descending to the right. The perpendicular chain is read literally, from the top-right corner inwards along the diagonal: white 71 (corner), black 64, white 64, then black/white 64 alternating (64 perpendicular = 90.51 along an edge, 71 = 100.41). Boundaries (x - y): 124.59, 34.08, -56.43, -146.94, -237.45, -327.96; three black stripes; the bottom-left corner white (450 - 327.96 = 122 along the edge, 86 perpendicular) is not dimensioned and follows from the chain. The drawn image shows equal-width black and white stripes with larger whites at both corners, consistent with this reading. (R) is the mirror image."
D4-5-1,Hazard Markers/STRIPES_BLACK_ON_WHITE_WIDE_D4-5-1.svg,1800x400,,ok,," 1800x400 R25 (no size table). Vertical stripes 200 wide at 200 pitch starting 200 from the left edge: stripes at x=200,600,1000,1400; white 200 at both ends. 1800:400 = 4.5:1."
D4-5-2,Hazard Markers/STRIPES_RED_ON_WHITE_WIDE_D4-5-2.svg,1800x400,,ok,," 1800x400 R25 (no size table). Vertical stripes 200 wide at 200 pitch starting 200 from the left edge: stripes at x=200,600,1000,1400; white 200 at both ends. 1800:400 = 4.5:1."
D4-6,Hazard Markers/CHEVRON_LEFT_BLACK_ON_YELLOW_TALL_D4-6.svg,600x750,,ok,," Illust. D4-6A 600x750 R50. Black chevron pointing left: bottom 30|270|270|30 -> tip x=30, inner tip x=300, right end 570; right 30|345|345|30 -> flat top/bottom at y=30/720, tips at y=375. Arms are 270 across by 345 down (not 45 degrees; the 37.5 grid detail is not used)."
D4-7(L),Hazard Markers/CHEVRON_15_KMH_BLACK_ON_YELLOW_LONG_D4-7(L).svg,1400x750,15 km/h,ok,," Illust. D4-7A 1400x750 R50. Chevron as D4-6 (30|270|270 from the chevron-side edge, 30|345|345|30 vertical). Numerals 400 E dashed 'Varies', box from 692 (30+270+270+122) to 1365 (35 from the far edge), cap top 60; taken as right-aligned at 1365 for (L) (left-aligned at 35 for (R)); '65' in 400 E is 716 wide, wider than the 673 box, so the box is not the ink width. km/h 140 Emod, cap top 540 (60+400+80), bottom 70, ink 586 starting 122 right of the chevron (x=692); text mirrored in position for (R). Speed values: advisory speeds ending in 5."
D4-7(R),Hazard Markers/CHEVRON_15_KMH_BLACK_ON_YELLOW_LONG_D4-7(R).svg,1400x750,15 km/h,ok,," Illust. D4-7A 1400x750 R50. Chevron as D4-6 (30|270|270 from the chevron-side edge, 30|345|345|30 vertical). Numerals 400 E dashed 'Varies', box from 692 (30+270+270+122) to 1365 (35 from the far edge), cap top 60; taken as right-aligned at 1365 for (L) (left-aligned at 35 for (R)); '65' in 400 E is 716 wide, wider than the 673 box, so the box is not the ink width. km/h 140 Emod, cap top 540 (60+400+80), bottom 70, ink 586 starting 122 right of the chevron (x=692); text mirrored in position for (R). Speed values: advisory speeds ending in 5."
D4-7(L),Hazard Markers/CHEVRON_25_KMH_BLACK_ON_YELLOW_LONG_D4-7(L).svg,1400x750,25 km/h,ok,," Illust. D4-7A 1400x750 R50. Chevron as D4-6 (30|270|270 from the chevron-side edge, 30|345|345|30 vertical). Numerals 400 E dashed 'Varies', box from 692 (30+270+270+122) to 1365 (35 from the far edge), cap top 60; taken as right-aligned at 1365 for (L) (left-aligned at 35 for (R)); '65' in 400 E is 716 wide, wider than the 673 box, so the box is not the ink width. km/h 140 Emod, cap top 540 (60+400+80), bottom 70, ink 586 starting 122 right of the chevron (x=692); text mirrored in position for (R). Speed values: advisory speeds ending in 5."
D4-7(R),Hazard Markers/CHEVRON_25_KMH_BLACK_ON_YELLOW_LONG_D4-7(R).svg,1400x750,25 km/h,ok,," Illust. D4-7A 1400x750 R50. Chevron as D4-6 (30|270|270 from the chevron-side edge, 30|345|345|30 vertical). Numerals 400 E dashed 'Varies', box from 692 (30+270+270+122) to 1365 (35 from the far edge), cap top 60; taken as right-aligned at 1365 for (L) (left-aligned at 35 for (R)); '65' in 400 E is 716 wide, wider than the 673 box, so the box is not the ink width. km/h 140 Emod, cap top 540 (60+400+80), bottom 70, ink 586 starting 122 right of the chevron (x=692); text mirrored in position for (R). Speed values: advisory speeds ending in 5."
D4-7(L),Hazard Markers/CHEVRON_35_KMH_BLACK_ON_YELLOW_LONG_D4-7(L).svg,1400x750,35 km/h,ok,," Illust. D4-7A 1400x750 R50. Chevron as D4-6 (30|270|270 from the chevron-side edge, 30|345|345|30 vertical). Numerals 400 E dashed 'Varies', box from 692 (30+270+270+122) to 1365 (35 from the far edge), cap top 60; taken as right-aligned at 1365 for (L) (left-aligned at 35 for (R)); '65' in 400 E is 716 wide, wider than the 673 box, so the box is not the ink width. km/h 140 Emod, cap top 540 (60+400+80), bottom 70, ink 586 starting 122 right of the chevron (x=692); text mirrored in position for (R). Speed values: advisory speeds ending in 5."
D4-7(R),Hazard Markers/CHEVRON_35_KMH_BLACK_ON_YELLOW_LONG_D4-7(R).svg,1400x750,35 km/h,ok,," Illust. D4-7A 1400x750 R50. Chevron as D4-6 (30|270|270 from the chevron-side edge, 30|345|345|30 vertical). Numerals 400 E dashed 'Varies', box from 692 (30+270+270+122) to 1365 (35 from the far edge), cap top 60; taken as right-aligned at 1365 for (L) (left-aligned at 35 for (R)); '65' in 400 E is 716 wide, wider than the 673 box, so the box is not the ink width. km/h 140 Emod, cap top 540 (60+400+80), bottom 70, ink 586 starting 122 right of the chevron (x=692); text mirrored in position for (R). Speed values: advisory speeds ending in 5."
D4-7(L),Hazard Markers/CHEVRON_45_KMH_BLACK_ON_YELLOW_LONG_D4-7(L).svg,1400x750,45 km/h,ok,," Illust. D4-7A 1400x750 R50. Chevron as D4-6 (30|270|270 from the chevron-side edge, 30|345|345|30 vertical). Numerals 400 E dashed 'Varies', box from 692 (30+270+270+122) to 1365 (35 from the far edge), cap top 60; taken as right-aligned at 1365 for (L) (left-aligned at 35 for (R)); '65' in 400 E is 716 wide, wider than the 673 box, so the box is not the ink width. km/h 140 Emod, cap top 540 (60+400+80), bottom 70, ink 586 starting 122 right of the chevron (x=692); text mirrored in position for (R). Speed values: advisory speeds ending in 5."
D4-7(R),Hazard Markers/CHEVRON_45_KMH_BLACK_ON_YELLOW_LONG_D4-7(R).svg,1400x750,45 km/h,ok,," Illust. D4-7A 1400x750 R50. Chevron as D4-6 (30|270|270 from the chevron-side edge, 30|345|345|30 vertical). Numerals 400 E dashed 'Varies', box from 692 (30+270+270+122) to 1365 (35 from the far edge), cap top 60; taken as right-aligned at 1365 for (L) (left-aligned at 35 for (R)); '65' in 400 E is 716 wide, wider than the 673 box, so the box is not the ink width. km/h 140 Emod, cap top 540 (60+400+80), bottom 70, ink 586 starting 122 right of the chevron (x=692); text mirrored in position for (R). Speed values: advisory speeds ending in 5."
D4-7(L),Hazard Markers/CHEVRON_55_KMH_BLACK_ON_YELLOW_LONG_D4-7(L).svg,1400x750,55 km/h,ok,," Illust. D4-7A 1400x750 R50. Chevron as D4-6 (30|270|270 from the chevron-side edge, 30|345|345|30 vertical). Numerals 400 E dashed 'Varies', box from 692 (30+270+270+122) to 1365 (35 from the far edge), cap top 60; taken as right-aligned at 1365 for (L) (left-aligned at 35 for (R)); '65' in 400 E is 716 wide, wider than the 673 box, so the box is not the ink width. km/h 140 Emod, cap top 540 (60+400+80), bottom 70, ink 586 starting 122 right of the chevron (x=692); text mirrored in position for (R). Speed values: advisory speeds ending in 5."
D4-7(R),Hazard Markers/CHEVRON_55_KMH_BLACK_ON_YELLOW_LONG_D4-7(R).svg,1400x750,55 km/h,ok,," Illust. D4-7A 1400x750 R50. Chevron as D4-6 (30|270|270 from the chevron-side edge, 30|345|345|30 vertical). Numerals 400 E dashed 'Varies', box from 692 (30+270+270+122) to 1365 (35 from the far edge), cap top 60; taken as right-aligned at 1365 for (L) (left-aligned at 35 for (R)); '65' in 400 E is 716 wide, wider than the 673 box, so the box is not the ink width. km/h 140 Emod, cap top 540 (60+400+80), bottom 70, ink 586 starting 122 right of the chevron (x=692); text mirrored in position for (R). Speed values: advisory speeds ending in 5."
D4-7(L),Hazard Markers/CHEVRON_65_KMH_BLACK_ON_YELLOW_LONG_D4-7(L).svg,1400x750,65 km/h,ok,," Illust. D4-7A 1400x750 R50. Chevron as D4-6 (30|270|270 from the chevron-side edge, 30|345|345|30 vertical). Numerals 400 E dashed 'Varies', box from 692 (30+270+270+122) to 1365 (35 from the far edge), cap top 60; taken as right-aligned at 1365 for (L) (left-aligned at 35 for (R)); '65' in 400 E is 716 wide, wider than the 673 box, so the box is not the ink width. km/h 140 Emod, cap top 540 (60+400+80), bottom 70, ink 586 starting 122 right of the chevron (x=692); text mirrored in position for (R). Speed values: advisory speeds ending in 5."
D4-7(R),Hazard Markers/CHEVRON_65_KMH_BLACK_ON_YELLOW_LONG_D4-7(R).svg,1400x750,65 km/h,ok,," Illust. D4-7A 1400x750 R50. Chevron as D4-6 (30|270|270 from the chevron-side edge, 30|345|345|30 vertical). Numerals 400 E dashed 'Varies', box from 692 (30+270+270+122) to 1365 (35 from the far edge), cap top 60; taken as right-aligned at 1365 for (L) (left-aligned at 35 for (R)); '65' in 400 E is 716 wide, wider than the 673 box, so the box is not the ink width. km/h 140 Emod, cap top 540 (60+400+80), bottom 70, ink 586 starting 122 right of the chevron (x=692); text mirrored in position for (R). Speed values: advisory speeds ending in 5."
D4-7(L),Hazard Markers/CHEVRON_75_KMH_BLACK_ON_YELLOW_LONG_D4-7(L).svg,1400x750,75 km/h,ok,," Illust. D4-7A 1400x750 R50. Chevron as D4-6 (30|270|270 from the chevron-side edge, 30|345|345|30 vertical). Numerals 400 E dashed 'Varies', box from 692 (30+270+270+122) to 1365 (35 from the far edge), cap top 60; taken as right-aligned at 1365 for (L) (left-aligned at 35 for (R)); '65' in 400 E is 716 wide, wider than the 673 box, so the box is not the ink width. km/h 140 Emod, cap top 540 (60+400+80), bottom 70, ink 586 starting 122 right of the chevron (x=692); text mirrored in position for (R). Speed values: advisory speeds ending in 5."
D4-7(R),Hazard Markers/CHEVRON_75_KMH_BLACK_ON_YELLOW_LONG_D4-7(R).svg,1400x750,75 km/h,ok,," Illust. D4-7A 1400x750 R50. Chevron as D4-6 (30|270|270 from the chevron-side edge, 30|345|345|30 vertical). Numerals 400 E dashed 'Varies', box from 692 (30+270+270+122) to 1365 (35 from the far edge), cap top 60; taken as right-aligned at 1365 for (L) (left-aligned at 35 for (R)); '65' in 400 E is 716 wide, wider than the 673 box, so the box is not the ink width. km/h 140 Emod, cap top 540 (60+400+80), bottom 70, ink 586 starting 122 right of the chevron (x=692); text mirrored in position for (R). Speed values: advisory speeds ending in 5."
D4-7(L),Hazard Markers/CHEVRON_85_KMH_BLACK_ON_YELLOW_LONG_D4-7(L).svg,1400x750,85 km/h,ok,," Illust. D4-7A 1400x750 R50. Chevron as D4-6 (30|270|270 from the chevron-side edge, 30|345|345|30 vertical). Numerals 400 E dashed 'Varies', box from 692 (30+270+270+122) to 1365 (35 from the far edge), cap top 60; taken as right-aligned at 1365 for (L) (left-aligned at 35 for (R)); '65' in 400 E is 716 wide, wider than the 673 box, so the box is not the ink width. km/h 140 Emod, cap top 540 (60+400+80), bottom 70, ink 586 starting 122 right of the chevron (x=692); text mirrored in position for (R). Speed values: advisory speeds ending in 5."
D4-7(R),Hazard Markers/CHEVRON_85_KMH_BLACK_ON_YELLOW_LONG_D4-7(R).svg,1400x750,85 km/h,ok,," Illust. D4-7A 1400x750 R50. Chevron as D4-6 (30|270|270 from the chevron-side edge, 30|345|345|30 vertical). Numerals 400 E dashed 'Varies', box from 692 (30+270+270+122) to 1365 (35 from the far edge), cap top 60; taken as right-aligned at 1365 for (L) (left-aligned at 35 for (R)); '65' in 400 E is 716 wide, wider than the 673 box, so the box is not the ink width. km/h 140 Emod, cap top 540 (60+400+80), bottom 70, ink 586 starting 122 right of the chevron (x=692); text mirrored in position for (R). Speed values: advisory speeds ending in 5."
D4-7(L),Hazard Markers/CHEVRON_95_KMH_BLACK_ON_YELLOW_LONG_D4-7(L).svg,1400x750,95 km/h,ok,," Illust. D4-7A 1400x750 R50. Chevron as D4-6 (30|270|270 from the chevron-side edge, 30|345|345|30 vertical). Numerals 400 E dashed 'Varies', box from 692 (30+270+270+122) to 1365 (35 from the far edge), cap top 60; taken as right-aligned at 1365 for (L) (left-aligned at 35 for (R)); '65' in 400 E is 716 wide, wider than the 673 box, so the box is not the ink width. km/h 140 Emod, cap top 540 (60+400+80), bottom 70, ink 586 starting 122 right of the chevron (x=692); text mirrored in position for (R). Speed values: advisory speeds ending in 5."
D4-7(R),Hazard Markers/CHEVRON_95_KMH_BLACK_ON_YELLOW_LONG_D4-7(R).svg,1400x750,95 km/h,ok,," Illust. D4-7A 1400x750 R50. Chevron as D4-6 (30|270|270 from the chevron-side edge, 30|345|345|30 vertical). Numerals 400 E dashed 'Varies', box from 692 (30+270+270+122) to 1365 (35 from the far edge), cap top 60; taken as right-aligned at 1365 for (L) (left-aligned at 35 for (R)); '65' in 400 E is 716 wide, wider than the 673 box, so the box is not the ink width. km/h 140 Emod, cap top 540 (60+400+80), bottom 70, ink 586 starting 122 right of the chevron (x=692); text mirrored in position for (R). Speed values: advisory speeds ending in 5."
GE1-11,Freeway Signs/MONASH_HAWKER_A25_M10_2KM_GREEN_LONG_GE1-11.svg,5200x3700,Monash Hawker A25 M10 2 km,ok,,"symbol:arrow_up_exit_diag_left_1870x2050 5200x3700 R300; green 70 outside a 70 white border (70/140). Vertical chain is to baselines: 840 (Monash) | 700 | 700 | 1005 (2 km) | 455 = 3700, and M10 baseline 1155 | 200 | arrow 2050 | 295 = 3700; cap tops = baseline - height. Horizontal: 580 left margin; widths (1153) A25, (2255) Hawker, (2278) Monash; M10 (1014) 380 from the right edge; arrow box 2260 | 1870 | 1070; 2 km: 2454 | (283) 2 | 175 | 618 km | 1670. '2' is 350 E (left label) and 'km' 300 Emod (right label, 300 Emod = 621 vs 618 drawn); both on baseline 3245."
GE1-12,Freeway Signs/COCKFOSTERS_M10_MONASH_HAWKER_A25_1KM_GREEN_TALL_GE1-12.svg,4450x5600,Cockfosters M10 Monash Hawker A25 1 km,ok,,"symbol:arrow_up_exit_diag_left_1870x4300 4450x5600 R300; green 70 / white border 70 (70/140). Vertical chain to baselines: 840 Cockfosters | 700 M10 | 1235 Monash | 700 Hawker | 700 A25 | 1005 1 km (5180) | 420 = 5600; arrow 1040 | 4300 | 260. Horizontal: 400 left margin; Cockfosters (3633) 417 right; M10 2336 | 1014 | 1100; Monash (2278), Hawker (2255), A25 (1153) then 527 | arrow 1870 | 500; '1 km': 2450 | 106 | 175 | 618 | 1100 (sums 4449). '1' 350 E, 'km' 300 Emod (right label), common baseline 5180."
